Subject,Predicate,Object
78B04093E55F1A2BC97037379FCD0C39,has_title,70B85C611A4CB49A33C98FFB321FE0F9 DB2349C6A3E55E83420ADD5D2BACD94A EBADEF6E3CAA70368C28C297EE63C018 30A7DAAF928071F7E6C70A83F50964E3
94B8032818BF778F5B7EA9ABC16164FA,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
94B8032818BF778F5B7EA9ABC16164FA,has_category,10945E252A33A6E99790273CA8BB1B6C
94B8032818BF778F5B7EA9ABC16164FA,has_country,989EEF92F2A525DD896557425EA7C4C7
94B8032818BF778F5B7EA9ABC16164FA,has_title,4F8DCB0DA1EF563607A600C2633E00E0 FC8FD00AC0FCE04E356E15B671ACD985 E9BC70F1D0DCB64C65C046519EA839DF
613385540393A6F858C194ABB5BF77C2,has_product_price,30.0
613385540393A6F858C194ABB5BF77C2,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
613385540393A6F858C194ABB5BF77C2,has_category,E190EC16297AEC9837613F5F6E3A383D
613385540393A6F858C194ABB5BF77C2,has_country,989EEF92F2A525DD896557425EA7C4C7
613385540393A6F858C194ABB5BF77C2,has_title,8B5FC948450A2FFCB99D3B2E7E9AAD7C 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
018AD7AB0E52000A6A0E1BF2DEF3F5FD,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
018AD7AB0E52000A6A0E1BF2DEF3F5FD,has_category,E190EC16297AEC9837613F5F6E3A383D
018AD7AB0E52000A6A0E1BF2DEF3F5FD,has_country,989EEF92F2A525DD896557425EA7C4C7
018AD7AB0E52000A6A0E1BF2DEF3F5FD,has_title,048D052E994D98F7590CB996AE730DBB 30A7DAAF928071F7E6C70A83F50964E3
91F84E6BA2F76EC347E73E437E6D040A,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
91F84E6BA2F76EC347E73E437E6D040A,has_category,E190EC16297AEC9837613F5F6E3A383D
91F84E6BA2F76EC347E73E437E6D040A,has_country,989EEF92F2A525DD896557425EA7C4C7
91F84E6BA2F76EC347E73E437E6D040A,has_title,45DE2E11CAEC6BD743026E2AC0D103C7 30A7DAAF928071F7E6C70A83F50964E3
976E593143B7B0620DF89E4F8463EB71,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
976E593143B7B0620DF89E4F8463EB71,has_category,E190EC16297AEC9837613F5F6E3A383D
976E593143B7B0620DF89E4F8463EB71,has_country,989EEF92F2A525DD896557425EA7C4C7
976E593143B7B0620DF89E4F8463EB71,has_title,30A7DAAF928071F7E6C70A83F50964E3
21A2DCB60BF2E15E9915DF44E8017AF2,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
21A2DCB60BF2E15E9915DF44E8017AF2,has_category,35C32D8FC914C2BAA760323861C90B57
21A2DCB60BF2E15E9915DF44E8017AF2,has_country,989EEF92F2A525DD896557425EA7C4C7
21A2DCB60BF2E15E9915DF44E8017AF2,has_title,C2369D7AA115D912B328B26A7C1941E3 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
1E921D89BD203E2EA7937E067C2A053D,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
1E921D89BD203E2EA7937E067C2A053D,has_category,E190EC16297AEC9837613F5F6E3A383D
1E921D89BD203E2EA7937E067C2A053D,has_country,989EEF92F2A525DD896557425EA7C4C7
1E921D89BD203E2EA7937E067C2A053D,has_title,048D052E994D98F7590CB996AE730DBB 30A7DAAF928071F7E6C70A83F50964E3
33AE02D3A08C15CAFD95C3A6F56EBF61,has_brand,57466AD7A4F7B61E5BA5F96A55E9AE29
33AE02D3A08C15CAFD95C3A6F56EBF61,has_category,E190EC16297AEC9837613F5F6E3A383D
33AE02D3A08C15CAFD95C3A6F56EBF61,has_country,989EEF92F2A525DD896557425EA7C4C7
33AE02D3A08C15CAFD95C3A6F56EBF61,has_title,9C168277F6F32F4AF11628E365C3725C 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
391060CE51058AE1C065AB2BB752B915,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
391060CE51058AE1C065AB2BB752B915,has_category,E190EC16297AEC9837613F5F6E3A383D
391060CE51058AE1C065AB2BB752B915,has_country,989EEF92F2A525DD896557425EA7C4C7
391060CE51058AE1C065AB2BB752B915,has_title,E464E351EBA40D1A6CDD0ED2D49B224E 30A7DAAF928071F7E6C70A83F50964E3
BFFA01806B49208428CC98829DF52667,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
BFFA01806B49208428CC98829DF52667,has_category,10945E252A33A6E99790273CA8BB1B6C
BFFA01806B49208428CC98829DF52667,has_country,989EEF92F2A525DD896557425EA7C4C7
BFFA01806B49208428CC98829DF52667,has_title,4F8DCB0DA1EF563607A600C2633E00E0 31B46E1E5B9000D7D00915FA6A65A8E1 83242A40476B469F110E2EB4BAD86BA2 D9285967248ABA7E6EF2FA87D511BE47
5934C0B1EF4043537C0161170BD81EE6,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
5934C0B1EF4043537C0161170BD81EE6,has_category,E190EC16297AEC9837613F5F6E3A383D
5934C0B1EF4043537C0161170BD81EE6,has_country,989EEF92F2A525DD896557425EA7C4C7
5934C0B1EF4043537C0161170BD81EE6,has_title,88D1467BD39F3DB982FFAE7AAB18AC09
EF094D42B1100C19428766BEAF0EAD62,has_product_price,102.99
EF094D42B1100C19428766BEAF0EAD62,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
EF094D42B1100C19428766BEAF0EAD62,has_category,E190EC16297AEC9837613F5F6E3A383D
EF094D42B1100C19428766BEAF0EAD62,has_country,989EEF92F2A525DD896557425EA7C4C7
EF094D42B1100C19428766BEAF0EAD62,has_title,5FDB9A768587E4130B68300123EEF656 30A7DAAF928071F7E6C70A83F50964E3
08A7BD50A955B46E3BB62780B762ABEC,has_product_price,68.49
08A7BD50A955B46E3BB62780B762ABEC,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
08A7BD50A955B46E3BB62780B762ABEC,has_category,E190EC16297AEC9837613F5F6E3A383D
08A7BD50A955B46E3BB62780B762ABEC,has_country,989EEF92F2A525DD896557425EA7C4C7
08A7BD50A955B46E3BB62780B762ABEC,has_title,889E653F3A8FA7FB13916C959D96FA3E 30A7DAAF928071F7E6C70A83F50964E3
0D85AEBD65445D7D9C95CAF9A7009C24,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
0D85AEBD65445D7D9C95CAF9A7009C24,has_category,E190EC16297AEC9837613F5F6E3A383D
0D85AEBD65445D7D9C95CAF9A7009C24,has_country,989EEF92F2A525DD896557425EA7C4C7
0D85AEBD65445D7D9C95CAF9A7009C24,has_title,70B85C611A4CB49A33C98FFB321FE0F9 703D1B9F0D30FE02EC6A25F5C44A6E63 30A7DAAF928071F7E6C70A83F50964E3
EDCA9FAB20B8042BE66E827E2A7AF849,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
EDCA9FAB20B8042BE66E827E2A7AF849,has_category,244F7466D6AA8F77843E183F1F7EF5ED
EDCA9FAB20B8042BE66E827E2A7AF849,has_country,989EEF92F2A525DD896557425EA7C4C7
EDCA9FAB20B8042BE66E827E2A7AF849,has_title,400F740B1C0F98F7579FE9B57299113F 8FF210576AE60BEC78A6E9C69EF24370
B971B1288694879234DE1B0E684E1728,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
B971B1288694879234DE1B0E684E1728,has_category,E190EC16297AEC9837613F5F6E3A383D
B971B1288694879234DE1B0E684E1728,has_country,989EEF92F2A525DD896557425EA7C4C7
B971B1288694879234DE1B0E684E1728,has_title,30A7DAAF928071F7E6C70A83F50964E3 62B5FB10F359BE93312B706074A75B29 2596415DEFA51BA974C68691DC04CE72
E47F541269844F714D3E5CA3CC98A1E1,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
E47F541269844F714D3E5CA3CC98A1E1,has_category,E190EC16297AEC9837613F5F6E3A383D
E47F541269844F714D3E5CA3CC98A1E1,has_country,989EEF92F2A525DD896557425EA7C4C7
E47F541269844F714D3E5CA3CC98A1E1,has_title,30A7DAAF928071F7E6C70A83F50964E3
6CB1C2A69303F4499E6D1CE5A5829677,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
6CB1C2A69303F4499E6D1CE5A5829677,has_category,E190EC16297AEC9837613F5F6E3A383D
6CB1C2A69303F4499E6D1CE5A5829677,has_country,989EEF92F2A525DD896557425EA7C4C7
6CB1C2A69303F4499E6D1CE5A5829677,has_title,8A2F0667A5A63F42E2EE05A38DC02E29 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
5D9A7D517C014318A7825E1C3EED5523,has_product_price,30.6
8E816634AC664F9C7B293885346943F5,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
8E816634AC664F9C7B293885346943F5,has_category,E190EC16297AEC9837613F5F6E3A383D
8E816634AC664F9C7B293885346943F5,has_country,989EEF92F2A525DD896557425EA7C4C7
8E816634AC664F9C7B293885346943F5,has_title,2218CD58ED55A9FBC33F4DDCB8B65100 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
870A824E34F6E43540E96190DF7F4D67,has_product_price,52.0
870A824E34F6E43540E96190DF7F4D67,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
870A824E34F6E43540E96190DF7F4D67,has_category,E190EC16297AEC9837613F5F6E3A383D
870A824E34F6E43540E96190DF7F4D67,has_country,989EEF92F2A525DD896557425EA7C4C7
870A824E34F6E43540E96190DF7F4D67,has_title,30A7DAAF928071F7E6C70A83F50964E3
765B36B5ABBEC1323714C8136D0000E5,has_product_price,20.13
765B36B5ABBEC1323714C8136D0000E5,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
765B36B5ABBEC1323714C8136D0000E5,has_category,4CB57A26340769593DD325B0DB0729B9
765B36B5ABBEC1323714C8136D0000E5,has_country,989EEF92F2A525DD896557425EA7C4C7
765B36B5ABBEC1323714C8136D0000E5,has_title,EF39B467818E18F0BE434B2AA07A79C0 7B68514489C2DEF074E7167FC8ADF3CB
7C676034D8C529E043473700D992EC02,has_product_price,113.46
6729DA7D5A578DD57EEFAF8E29624CC7,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
6729DA7D5A578DD57EEFAF8E29624CC7,has_category,E190EC16297AEC9837613F5F6E3A383D
6729DA7D5A578DD57EEFAF8E29624CC7,has_country,989EEF92F2A525DD896557425EA7C4C7
6729DA7D5A578DD57EEFAF8E29624CC7,has_title,FB9BD4ED7E76C8B66832C0CF68B046E6 CE21C2D8E24F8497F5D1D316E01CE9E6
2533608767A90B2684DB9B319EEA1049,has_product_price,37.8
2533608767A90B2684DB9B319EEA1049,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
2533608767A90B2684DB9B319EEA1049,has_category,E190EC16297AEC9837613F5F6E3A383D
2533608767A90B2684DB9B319EEA1049,has_country,989EEF92F2A525DD896557425EA7C4C7
2533608767A90B2684DB9B319EEA1049,has_title,5C2CE6E5BD12B396816A3F5718EB0719 30A7DAAF928071F7E6C70A83F50964E3
42383CC472C728D6467AAE0DBDCB74E9,has_product_price,76.99
42383CC472C728D6467AAE0DBDCB74E9,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
42383CC472C728D6467AAE0DBDCB74E9,has_category,2A1986E3C27C5514649348FAD08D71AC
42383CC472C728D6467AAE0DBDCB74E9,has_country,989EEF92F2A525DD896557425EA7C4C7
42383CC472C728D6467AAE0DBDCB74E9,has_title,84D95C27A87092F93A8D3A8D3C0934D4 0D61377327DD9771D8E470E9748DDE9A
347F606F500FD53DC95D647C08C14E1A,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
347F606F500FD53DC95D647C08C14E1A,has_category,E190EC16297AEC9837613F5F6E3A383D
347F606F500FD53DC95D647C08C14E1A,has_country,989EEF92F2A525DD896557425EA7C4C7
347F606F500FD53DC95D647C08C14E1A,has_title,2C3F578C93C1A54BB1C008046BDF5FDC 30A7DAAF928071F7E6C70A83F50964E3
3559E0FFCDFB7F28DF1A86547C6DACFC,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
3559E0FFCDFB7F28DF1A86547C6DACFC,has_category,E190EC16297AEC9837613F5F6E3A383D
3559E0FFCDFB7F28DF1A86547C6DACFC,has_country,989EEF92F2A525DD896557425EA7C4C7
3559E0FFCDFB7F28DF1A86547C6DACFC,has_title,2FEFA8DA7A7968495CCF0FDE6401D16F AC63FC80AD2332D6F9DBF9771CD2ED04 30A7DAAF928071F7E6C70A83F50964E3
80EEFA9B8B3F68F328AE3CB7420344F0,has_product_price,41.99
80EEFA9B8B3F68F328AE3CB7420344F0,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
80EEFA9B8B3F68F328AE3CB7420344F0,has_category,E190EC16297AEC9837613F5F6E3A383D
80EEFA9B8B3F68F328AE3CB7420344F0,has_country,989EEF92F2A525DD896557425EA7C4C7
80EEFA9B8B3F68F328AE3CB7420344F0,has_title,3BC3E698E052ED76F1AE560F0DD8AD3B 30A7DAAF928071F7E6C70A83F50964E3
FB1DF2B0474B426CCE7944BC409DD7EE,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
FB1DF2B0474B426CCE7944BC409DD7EE,has_category,E190EC16297AEC9837613F5F6E3A383D
FB1DF2B0474B426CCE7944BC409DD7EE,has_country,989EEF92F2A525DD896557425EA7C4C7
FB1DF2B0474B426CCE7944BC409DD7EE,has_title,CB7EF7F930FAE8029326400036492AC7 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
AAEF1764CAA65CD6C4C25A1A47FA41CA,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
AAEF1764CAA65CD6C4C25A1A47FA41CA,has_category,E190EC16297AEC9837613F5F6E3A383D
AAEF1764CAA65CD6C4C25A1A47FA41CA,has_country,989EEF92F2A525DD896557425EA7C4C7
AAEF1764CAA65CD6C4C25A1A47FA41CA,has_title,30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
E532417BFC859E31FFEBA039F7515435,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
E532417BFC859E31FFEBA039F7515435,has_category,E190EC16297AEC9837613F5F6E3A383D
E532417BFC859E31FFEBA039F7515435,has_country,989EEF92F2A525DD896557425EA7C4C7
E532417BFC859E31FFEBA039F7515435,has_title,7F682582DB73DA073DAEE558958CB261 6A4BD28C00D7065DA43BA74623AFD3CC 30A7DAAF928071F7E6C70A83F50964E3
72ADC2A40FD048CB75B807CA9FE96D99,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
72ADC2A40FD048CB75B807CA9FE96D99,has_category,E190EC16297AEC9837613F5F6E3A383D
72ADC2A40FD048CB75B807CA9FE96D99,has_country,989EEF92F2A525DD896557425EA7C4C7
72ADC2A40FD048CB75B807CA9FE96D99,has_title,172096890EC9109FD9098F2F1539C896 BAF42977B09977BEF0D4A215C37801FC 30A7DAAF928071F7E6C70A83F50964E3
8E816634AC664F9C7B293885346943F5,has_product_price,35.991
A24B2FCD2B44F10966D4F68877209ACB,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
A24B2FCD2B44F10966D4F68877209ACB,has_category,E190EC16297AEC9837613F5F6E3A383D
A24B2FCD2B44F10966D4F68877209ACB,has_country,989EEF92F2A525DD896557425EA7C4C7
A24B2FCD2B44F10966D4F68877209ACB,has_title,9D5E280932B09ADE6D2ED30978AF2B19 6231DDE7D9085FA7AED9967DAA34CAEA
F3D09DE1E67AFE13385D9A94B4C0ECF9,has_title,3BC3E698E052ED76F1AE560F0DD8AD3B 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
94B8032818BF778F5B7EA9ABC16164FA,has_title,4F8DCB0DA1EF563607A600C2633E00E0 FC8FD00AC0FCE04E356E15B671ACD985 E9BC70F1D0DCB64C65C046519EA839DF 57466AD7A4F7B61E5BA5F96A55E9AE29
765B36B5ABBEC1323714C8136D0000E5,has_title,EF39B467818E18F0BE434B2AA07A79C0 7B68514489C2DEF074E7167FC8ADF3CB 57466AD7A4F7B61E5BA5F96A55E9AE29
